,index,alim_grp_nom_fr,alim_ssgrp_nom_fr,alim_code,"Energie, Règlement UE N° 1169/2011 (kcal/100 g)","Energie, N x facteur Jones, avec fibres  (kJ/100 g)","Energie, N x facteur Jones, avec fibres  (kcal/100 g)",Eau (g/100 g),"Protéines, N x facteur de Jones (g/100 g)","Protéines, N x 6.25 (g/100 g)",Glucides (g/100 g),Lipides (g/100 g),Sucres (g/100 g),Fructose (g/100 g),Galactose (g/100 g),Glucose (g/100 g),Lactose (g/100 g),Maltose (g/100 g),Saccharose (g/100 g),Amidon (g/100 g),Fibres alimentaires (g/100 g),Polyols totaux (g/100 g),Cendres (g/100 g),Alcool (g/100 g),Acides organiques (g/100 g),AG saturés (g/100 g),AG monoinsaturés (g/100 g),AG polyinsaturés (g/100 g),"AG 4:0, butyrique (g/100 g)","AG 6:0, caproïque (g/100 g)","AG 8:0, caprylique (g/100 g)","AG 10:0, caprique (g/100 g)","AG 12:0, laurique (g/100 g)","AG 14:0, myristique (g/100 g)","AG 16:0, palmitique (g/100 g)","AG 18:0, stéarique (g/100 g)","AG 18:1 9c (n-9), oléique (g/100 g)","AG 18:2 9c,12c (n-6), linoléique (g/100 g)","AG 18:3 c9,c12,c15 (n-3), alpha-linolénique (g/100 g)","AG 20:4 5c,8c,11c,14c (n-6), arachidonique (g/100 g)","AG 20:5 5c,8c,11c,14c,17c (n-3) EPA (g/100 g)","AG 22:6 4c,7c,10c,13c,16c,19c (n-3) DHA (g/100 g)",Cholestérol (mg/100 g),Sel chlorure de sodium (g/100 g),Calcium (mg/100 g),Chlorure (mg/100 g),Cuivre (mg/100 g),Fer (mg/100 g),Iode (µg/100 g),Magnésium (mg/100 g),Manganèse (mg/100 g),Phosphore (mg/100 g),Potassium (mg/100 g),Sélénium (µg/100 g),Sodium (mg/100 g),Zinc (mg/100 g),Rétinol (µg/100 g),Beta-Carotène (µg/100 g),Vitamine D (µg/100 g),Vitamine E (mg/100 g),Vitamine K1 (µg/100 g),Vitamine K2 (µg/100 g),Vitamine C (mg/100 g),Vitamine B1 ou Thiamine (mg/100 g),Vitamine B2 ou Riboflavine (mg/100 g),Vitamine B3 ou PP ou Niacine (mg/100 g),Vitamine B5 ou Acide pantothénique (mg/100 g),Vitamine B6 (mg/100 g),Vitamine B9 ou Folates totaux (µg/100 g),Vitamine B12 (µg/100 g),Nom du Produit en Français,LCI Name,DQR - Note de qualité de la donnée (1 excellente ; 5 très faible),Score unique EF (mPt/kg de produit),Changement climatique (kg CO2 eq/kg de produit),Appauvrissement de la couche d'ozone (E-06 kg CVC11 eq/kg de produit),Rayonnements ionisants (kBq U-235 eq/kg de produit),Formation photochimique d'ozone (E-03 kg NMVOC eq/kg de produit),Particules (E-06 disease inc./kg de produit),Acidification terrestre et eaux douces (mol H+ eq/kg de produit),Eutrophisation terreste (mol N eq/kg de produit),Eutrophisation eaux douces (E-03 kg P eq/kg de produit),Eutrophisation marine (E-03 kg N eq/kg de produit),Utilisation du sol (Pt/kg de produit),Écotoxicité pour écosystèmes aquatiques d'eau douce (CTUe/kg de produit),Épuisement des ressources eau (m3 depriv./kg de produit),Épuisement des ressources énergétiques (MJ/kg de produit),Épuisement des ressources minéraux (E-06 kg Sb eq/kg de produit)
740,740,produits céréaliers,"pâtes, riz et céréales",9810,336.0,1400.0,331.0,17.1,11.5,12.6,65.8,1.79,2.12,0.08,0.0,0.085,0.03,1.38,0.44,62.5,3.0,0.0,0.8,0.0,0.0,0.37,0.39,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.017,0.18,0.72,0.038,0.0,0.0,0.0,0.0,0.031,20.5,0.0,0.27,1.5,0.6,57.5,0.75,165.0,219.0,4.8,9.2,1.31,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.12,0.048,1.35,0.37,0.096,23.7,0.0,"Pâtes sèches standard, crues","Dried pasta, raw",2.88,0.32,1.72,0.16,0.5,6.02,0.29,0.04,0.18,0.77,18.1,230.33,24.92,0.72,27.75,6.56
741,741,produits céréaliers,"pâtes, riz et céréales",9815,283.0,1180.0,279.0,0.0,10.1,11.1,53.8,1.87,2.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.17,0.0,0.63,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.6,0.35,35.0,0.0,0.0,1.29,0.0,0.0,0.0,0.0,0.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Pâtes fraîches, aux ufs, crues","Fresh egg pasta, raw",2.22,0.24,1.32,0.14,0.4,4.71,0.23,0.03,0.14,0.39,9.59,121.05,37.81,1.48,20.01,2.85
742,742,produits céréaliers,"pâtes, riz et céréales",9821,381.0,1590.0,377.0,9.01,14.0,15.2,68.0,4.72,2.19,0.0,0.0,0.1,0.0,1.51,0.26,0.0,3.15,0.0,1.12,0.0,0.0,1.34,1.25,1.33,0.0,0.0,0.0,0.0,0.0,0.01,0.94,0.23,0.0,0.0,0.058,0.0,0.0,0.0,84.0,0.085,35.0,0.0,0.3,1.9,7.04,58.0,0.86,241.0,244.0,32.5,34.0,1.92,17.0,2.0,0.3,0.37,0.5,0.0,0.0,0.17,0.09,2.1,0.91,0.22,29.0,0.29,"Pâtes sèches, aux ufs, crues","Dried egg pasta, raw",2.88,0.31,1.72,0.18,0.52,6.08,0.28,0.04,0.17,0.73,17.28,218.39,24.49,0.65,28.12,6.63
743,743,produits céréaliers,"pâtes, riz et céréales",9863,371.0,1550.0,366.0,0.0,11.9,13.0,71.0,3.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.99,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Nouilles asiatiques aromatisées, déshydratées","Asian noodles, flavoured, dehydrated",2.22,4.17,16.01,3.9,33.47,56.94,2.83,0.41,1.73,5.19,136.19,1573.15,683.14,23.4,788.91,30.18
744,744,produits céréaliers,"pâtes, riz et céréales",9870,353.0,1480.0,350.0,11.0,11.8,12.6,67.6,2.2,1.8,0.5,0.0,0.5,0.5,1.8,0.5,65.1,6.1,0.0,1.3,0.0,0.0,0.38,0.25,0.92,0.0,0.0,0.0,0.0,0.0,0.002,0.31,0.014,0.25,0.86,0.062,0.0,0.0,0.0,0.0,0.016,32.1,64.0,1.0,3.2,10.0,82.2,1.8,160.0,378.0,5.8,6.2,1.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.25,0.07,0.87,0.66,0.13,22.4,0.0,"Pâtes sèches, au blé complet, crues","Dried pasta, wholemeal, raw",2.88,0.31,1.72,0.18,0.52,6.08,0.28,0.04,0.17,0.73,17.28,218.39,24.49,0.65,28.12,6.63
745,745,produits céréaliers,"pâtes, riz et céréales",9874,356.0,1500.0,354.0,0.0,6.17,6.61,79.0,1.24,0.38,0.0,0.0,0.2,0.0,0.2,0.26,0.0,1.22,0.0,0.4,0.0,0.0,0.24,0.29,0.45,0.01,0.01,0.01,0.01,0.01,0.01,0.13,0.04,0.25,0.35,0.01,0.0,0.0,0.01,0.0,0.0078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Pâtes sèches, sans gluten, crues","Dried pasta, gluten-free, raw",2.88,0.31,1.72,0.18,0.52,6.08,0.28,0.04,0.17,0.73,17.28,218.39,24.49,0.65,28.12,6.63
746,746,produits céréaliers,"pâtes, riz et céréales",9900,365.0,1540.0,363.0,9.5,7.44,7.81,80.5,1.0,0.0,0.5,0.0,0.5,0.5,0.5,0.5,63.0,1.2,0.0,0.34,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,14.2,48.0,1.0,1.0,10.0,13.0,1.0,60.0,20.3,5.0,12.0,1.3,0.0,50.0,0.0,0.1,0.0,0.0,0.0,0.05,0.05,0.05,0.22,0.05,10.0,0.0,"Vermicelle de riz, sèche","Rice noodle, dried",2.55,0.68,3.72,0.66,4.62,14.34,0.26,0.04,0.14,0.74,14.69,121.89,84.22,18.74,124.4,6.67
747,747,produits céréaliers,"pâtes, riz et céréales",26264,176.0,744.0,176.0,0.0,4.66,4.66,35.0,1.42,3.18,0.3,0.0,0.3,0.0,0.21,0.25,0.0,2.2,0.0,1.48,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,468.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Gnocchi à la pomme de terre, cru","Gnocchi, from potato, raw",1.92,0.09,0.72,0.1,0.28,2.45,0.05,0.01,0.02,0.15,3.28,44.6,19.91,0.85,14.41,1.68
748,748,produits céréaliers,"pâtes, riz et céréales",26265,200.0,846.0,200.0,0.0,6.2,6.2,37.0,2.6,9.9,0.3,0.0,0.3,0.0,0.3,0.2,0.0,1.9,0.0,2.21,0.0,0.0,0.34,0.47,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0095,0.0,0.0,0.0,0.0,2.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,870.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Gnocchi à la semoule, cru","Gnocchi, from semolina, raw",1.92,0.09,0.72,0.1,0.28,2.45,0.05,0.01,0.02,0.15,3.28,44.6,19.91,0.85,14.41,1.68
749,749,produits céréaliers,"pâtes, riz et céréales",51510,323.0,1350.0,321.0,11.3,9.62,10.3,55.8,2.25,0.0,0.5,0.0,0.5,0.5,0.5,0.5,30.2,19.3,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,50.3,89.0,1.0,5.2,10.0,114.0,3.6,321.0,512.0,5.0,4.2,3.6,0.0,50.0,0.0,0.1,0.0,0.0,0.0,0.24,0.09,3.49,0.82,0.14,68.2,0.0,"Frik (blé dur immature concassé), cru","Frik (crushed immature durum wheat), raw",2.88,0.27,1.32,0.12,0.45,5.02,0.26,0.04,0.16,0.61,16.3,208.57,20.37,0.64,22.24,5.02
750,750,produits céréaliers,pains et assimilés,7001,287.0,1200.0,284.0,27.5,8.27,9.06,58.3,1.4,2.3,0.2,0.0,0.2,0.2,2.3,0.2,48.3,2.7,0.0,1.83,0.0,0.0,0.45,0.32,0.53,0.01,0.01,0.01,0.01,0.01,0.02,0.3,0.13,0.3,0.49,0.04,0.01,0.01,0.01,0.075,1.3,22.0,938.0,0.13,1.2,20.0,23.0,0.59,110.0,180.0,20.0,518.0,0.73,0.0,0.0,0.25,0.32,0.8,0.0,0.5,0.17,0.01,2.88,0.46,0.01,26.8,0.0,"Pain, baguette, courante","Bread, French bread, baguette",1.95,0.13,0.67,0.12,0.57,2.58,0.08,0.01,0.04,0.23,5.89,90.1,38.37,0.73,17.56,1.48
751,751,produits céréaliers,pains et assimilés,7002,261.0,1090.0,258.0,34.4,7.41,8.13,53.1,1.3,2.4,0.2,0.0,0.2,0.0,2.01,0.0,49.3,2.1,0.0,1.6,0.0,0.0,0.2,0.14,0.51,0.0,0.0,0.00076,0.0,0.0,0.0081,0.16,0.023,0.12,0.47,0.024,0.0,0.0,0.0,0.0,0.0,18.7,0.0,0.11,1.3,0.0,18.7,0.57,87.3,124.0,0.0,0.0,0.53,0.0,0.0,0.0,0.16,1.0,0.0,0.0,0.07,0.02,1.15,0.4,0.06,13.8,0.0,"Pain, baguette ou boule, au levain","Bread, French bread (baguette or ball), with yeast",1.95,0.12,0.64,0.12,0.57,2.31,0.07,0.01,0.03,0.21,5.74,78.35,30.18,0.56,17.43,1.48
752,752,produits céréaliers,pains et assimilés,7007,279.0,1170.0,276.0,28.6,8.15,8.94,56.6,1.0,2.1,0.2,0.0,0.2,0.2,2.1,0.2,48.7,3.8,0.0,1.81,0.0,0.0,0.27,0.26,0.42,0.01,0.01,0.01,0.01,0.01,0.02,0.2,0.05,0.24,0.39,0.03,0.01,0.01,0.01,0.0,1.33,20.0,924.0,0.12,1.2,0.2,24.0,0.58,96.0,150.0,20.0,530.0,0.65,0.0,5.0,0.25,0.2,0.8,0.0,0.5,0.068,0.01,0.1,0.38,0.01,19.8,0.0,"Pain, baguette, de tradition française","Bread, French bread, baguette, unsalted",1.95,0.13,0.67,0.12,0.57,2.58,0.08,0.01,0.04,0.23,5.89,90.1,38.37,0.73,17.56,1.48
753,753,produits céréaliers,pains et assimilés,7010,265.0,1110.0,262.0,30.2,8.6,9.43,54.0,0.33,2.39,0.2,0.0,0.1,0.0,2.09,0.0,49.5,4.2,0.0,1.38,0.0,0.0,0.045,0.039,0.14,0.0,0.0,0.00055,6.6e-05,0.00038,0.0006,0.039,0.004,0.033,0.13,0.009,0.0,0.0,0.0,0.0,0.0,27.5,0.0,0.98,1.31,0.0,33.0,1.0,140.0,178.0,0.0,0.0,1.2,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.13,0.06,1.66,0.4,0.27,22.4,0.0,"Pain, baguette ou boule, bis (à la farine T80 ou T110) ","Brown bread, French bread (baguette or ball), with flour type 80 or 110",2.34,0.13,0.67,0.12,0.57,2.58,0.08,0.01,0.04,0.23,5.89,90.1,38.37,0.73,17.56,1.48
754,754,produits céréaliers,pains et assimilés,7012,266.0,1110.0,263.0,36.9,7.9,8.67,52.0,2.0,0.0,0.2,0.0,0.1,0.0,0.0,0.05,0.0,2.6,0.0,1.64,0.0,0.0,0.42,0.46,0.46,0.0,0.0,0.0,0.0,0.0,0.046,0.23,0.14,0.46,0.42,0.046,0.0,0.0,0.0,0.0,1.33,37.0,0.0,0.12,1.0,20.7,21.3,0.6,124.0,128.0,2.65,499.0,0.63,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.12,0.067,1.0,0.5,0.053,50.3,0.0,"Pain courant français, 400g ou boule","Bread, French bread, ball, 400g",1.95,0.13,0.67,0.12,0.57,2.58,0.08,0.01,0.04,0.23,5.89,90.1,38.37,0.73,17.56,1.48
755,755,produits céréaliers,pains et assimilés,7025,257.0,1080.0,254.0,34.5,8.68,9.52,49.9,1.19,1.37,0.1,0.0,0.1,0.0,1.16,0.0,44.3,4.33,0.0,1.77,0.0,0.0,0.17,0.12,0.72,0.0,0.0,0.0074,0.0,0.0,0.0013,0.14,0.025,0.11,0.41,0.033,0.0,0.0,0.0,0.0,1.37,24.2,0.0,0.19,1.8,0.0,36.6,1.27,145.0,190.0,0.0,538.0,1.1,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.13,0.04,2.09,0.51,0.09,19.3,0.0,"Pain, baguette ou boule, bio (à la farine T55 jusqu'à T110)","Brear (baguette or ball), made with type T55-T110 flour",1.95,0.13,0.67,0.12,0.57,2.58,0.08,0.01,0.04,0.23,5.89,90.1,38.37,0.73,17.56,1.48
756,756,produits céréaliers,pains et assimilés,7100,253.0,1060.0,250.0,34.2,7.52,8.25,50.0,1.3,2.5,0.3,0.0,0.2,0.2,2.0,0.2,40.4,4.3,0.0,2.74,0.0,0.0,0.42,0.27,0.53,0.01,0.01,0.01,0.01,0.01,0.02,0.28,0.12,0.26,0.49,0.04,0.01,0.01,0.01,0.37,1.35,23.0,905.0,0.15,1.5,20.0,33.0,0.82,120.0,190.0,20.0,539.0,0.88,0.0,5.0,0.25,0.08,0.8,0.0,0.5,0.097,0.01,0.1,0.39,0.051,30.2,0.0,"Pain, baguette ou boule, de campagne","Country-style bread, French bread (baguette or ball)",1.95,0.12,0.63,0.12,0.57,2.3,0.07,0.01,0.03,0.21,5.42,85.94,30.99,0.58,17.25,1.35
757,757,produits céréaliers,pains et assimilés,7110,244.0,1020.0,241.0,36.6,8.38,9.19,44.3,1.8,2.2,0.3,0.0,0.2,0.2,1.9,0.2,35.1,6.9,0.0,1.98,0.0,0.0,0.52,0.44,0.72,0.01,0.01,0.01,0.01,0.01,0.03,0.32,0.17,0.4,0.66,0.06,0.01,0.01,0.01,0.0,1.12,39.0,780.0,0.21,2.1,20.0,51.0,1.6,180.0,240.0,20.0,448.0,1.4,0.0,5.0,0.86,0.29,0.8,0.0,0.5,0.11,0.01,0.1,0.44,0.087,35.6,0.0,Pain complet ou intégral (à la farine T150),"Bread, wholemeal or integral bread (made with flour type 150)",1.95,0.12,0.63,0.12,0.57,2.3,0.07,0.01,0.03,0.21,5.42,85.94,30.99,0.58,17.25,1.35
758,758,produits céréaliers,pains et assimilés,7111,262.0,1090.0,259.0,35.4,8.51,9.33,43.7,4.06,5.69,1.4,0.0,1.9,0.5,0.5,0.5,34.7,6.23,0.0,1.97,0.2,0.0,0.96,1.21,0.76,0.0,0.0,0.0,0.0,0.0028,0.018,0.82,0.11,1.2,0.66,0.098,0.0,0.0012,0.0,0.5,1.18,141.0,787.0,1.0,1.6,10.0,51.5,1.5,160.0,226.0,5.0,471.0,1.1,0.0,50.0,0.0,0.5,0.0,0.0,0.0,0.17,0.1,0.05,0.56,0.11,25.0,0.0,"Pain de mie, complet","Sandwich loaf, wholemeal",2.13,0.22,2.18,0.16,0.61,4.63,0.14,0.02,0.08,0.34,8.67,108.8,30.72,1.24,26.07,2.5
759,759,produits céréaliers,pains et assimilés,7112,278.0,1160.0,275.0,34.3,6.84,7.5,46.0,5.5,3.53,0.0,0.0,0.0,0.0,0.0,0.0,30.0,7.0,0.0,2.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,0.0,0.0,0.5,3.5,0.0,76.6,1.6,0.0,0.0,5.0,423.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,0.0,0.0,2.0,0.0,"Pain de mie, au son","Sandwich loaf, bran grain",2.52,0.22,2.18,0.16,0.61,4.63,0.14,0.02,0.08,0.34,8.67,108.8,30.72,1.24,26.07,2.5
760,760,produits céréaliers,pains et assimilés,7113,274.0,1140.0,271.0,34.4,8.81,9.66,43.6,5.41,4.42,1.11,0.0,1.66,0.2,1.66,0.2,39.1,5.74,0.0,1.84,0.2,0.0,1.15,0.68,1.8,0.01,0.01,0.01,0.0033,0.0033,0.0082,0.34,0.11,0.68,0.72,0.4,0.01,0.0,0.0,0.5,1.29,77.6,728.0,0.5,1.9,6.0,40.9,1.52,140.0,157.0,8.0,515.0,1.5,2.0,30.0,0.5,3.0,0.0,0.0,1.0,0.2,0.12,4.2,0.55,0.13,52.0,0.0,"Pain de mie, multicéréale","Sandwich loaf, multigrain",2.01,0.19,1.3,0.13,0.59,3.96,0.11,0.02,0.07,0.34,10.87,127.87,35.47,0.88,23.09,2.26
761,761,produits céréaliers,pains et assimilés,7115,249.0,1040.0,246.0,33.3,8.03,8.8,44.4,2.6,2.04,0.2,0.0,0.1,0.0,1.74,0.0,42.3,6.21,0.0,2.43,0.0,0.0,0.2,0.16,0.82,0.0,0.0,0.003,0.0,0.0,0.0013,0.17,0.021,0.14,0.59,0.049,0.0,0.0,0.0,0.0,1.65,34.3,0.0,0.5,1.8,0.0,52.2,1.5,198.0,253.0,5.0,410.0,1.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.15,0.04,0.67,0.58,0.16,3.5,0.0,Pain au son,Bran grain bread,1.95,0.11,0.6,0.11,0.57,2.14,0.07,0.01,0.03,0.2,4.83,78.0,29.04,0.56,17.08,1.28
762,762,produits céréaliers,pains et assimilés,7125,260.0,1090.0,257.0,32.8,8.27,9.06,51.5,1.0,2.4,0.3,0.0,0.2,0.2,2.1,0.2,44.4,4.5,0.0,1.91,0.0,0.0,0.32,0.28,0.33,0.01,0.01,0.01,0.01,0.01,0.019,0.21,0.087,0.27,0.3,0.029,0.01,0.01,0.01,0.0,1.35,33.0,923.0,0.14,1.2,20.0,27.0,0.74,110.0,170.0,20.0,538.0,0.86,0.0,5.0,0.25,0.26,0.8,0.0,0.5,0.11,0.01,0.28,0.44,0.01,49.3,0.0,"Pain de seigle, et froment","Rye bread, and wheat",2.73,0.15,0.85,0.15,0.62,3.21,0.09,0.01,0.04,0.27,10.3,88.08,37.96,0.61,20.01,2.45
763,763,produits céréaliers,pains et assimilés,7130,261.0,1100.0,260.0,33.8,2.62,2.75,51.8,3.3,4.9,1.5,0.0,1.8,0.2,1.6,0.2,41.1,6.5,0.0,1.96,0.0,0.0,1.24,0.98,0.82,0.01,0.01,0.02,0.01,0.06,0.04,0.88,0.23,0.98,0.82,0.01,0.01,0.01,0.01,4.53,1.56,60.0,778.0,0.06,0.5,20.0,16.0,0.19,95.0,75.0,20.0,624.0,0.36,0.0,7.6,0.0,0.98,0.8,0.0,38.6,0.045,0.02,0.15,0.4,0.025,10.7,0.059,"Pain, sans gluten","Bread, gluten free",2.63,0.21,1.22,0.16,0.58,4.42,0.1,0.01,0.05,0.33,7.22,75.25,54.65,5.09,22.07,3.53
764,764,produits céréaliers,pains et assimilés,7160,279.0,1170.0,276.0,26.9,8.3,9.1,56.5,1.3,8.6,0.1,0.0,0.1,0.1,2.45,0.1,0.0,2.68,0.0,1.6,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,42.0,0.0,0.12,0.0,6.0,21.3,0.52,0.0,129.0,4.7,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.067,23.0,0.0,"Pain, baguette, sans sel","Bread, French bread, without salt",2.34,0.13,0.67,0.12,0.57,2.58,0.08,0.01,0.04,0.23,5.89,90.1,38.37,0.73,17.56,1.48
765,765,produits céréaliers,pains et assimilés,7170,272.0,1140.0,269.0,30.9,7.66,8.4,55.9,1.1,2.3,0.0,0.0,0.0,0.0,0.0,0.0,48.3,2.6,0.0,1.87,0.0,0.0,0.22,0.38,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.55,22.0,0.0,0.0,0.9,0.0,29.0,0.0,118.0,148.0,0.0,619.0,0.0,9.0,6.0,0.0,0.4,0.0,0.0,0.0,0.1,0.1,0.8,0.4,0.17,39.0,0.1,Pain panini,Panini bread,1.95,0.16,1.09,0.12,0.58,3.44,0.08,0.01,0.05,0.23,6.19,66.54,53.18,1.22,22.04,1.63
766,766,produits céréaliers,pains et assimilés,7180,259.0,1080.0,256.0,34.1,7.53,8.26,53.0,0.92,2.18,0.7,0.0,1.3,0.5,0.5,0.5,48.0,2.68,0.0,1.81,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,52.7,982.0,0.0,1.0,10.0,18.1,1.0,84.0,134.0,5.0,543.0,1.0,0.0,50.0,0.0,0.1,0.0,0.0,0.0,0.11,0.08,2.6,0.49,0.05,21.0,0.0,Pain pita,Pita bread,1.95,0.14,0.86,0.12,0.57,3.02,0.07,0.01,0.04,0.21,5.73,59.81,42.11,0.98,21.47,1.47
767,767,produits céréaliers,pains et assimilés,7200,278.0,1160.0,275.0,33.3,7.13,7.81,52.3,3.6,7.8,1.1,0.2,1.9,0.2,4.1,0.7,33.5,1.8,0.0,1.65,0.2,0.0,0.58,1.8,1.0,0.01,0.01,0.01,0.01,0.01,0.01,0.25,0.3,1.67,0.79,0.21,0.01,0.01,0.01,3.2,1.15,88.0,760.0,0.11,0.7,20.0,17.0,0.43,75.0,120.0,20.0,459.0,0.47,0.0,5.0,0.0,0.12,2.22,0.0,0.5,0.12,0.015,0.31,0.43,0.03,13.3,0.0,"Pain de mie, courant",Sandwich loaf,2.13,0.22,2.18,0.16,0.61,4.63,0.14,0.02,0.08,0.34,8.67,108.8,30.72,1.24,26.07,2.5
768,768,produits céréaliers,pains et assimilés,7201,271.0,1130.0,268.0,34.8,7.52,8.25,49.5,3.8,9.2,1.5,0.2,1.1,0.2,4.5,2.1,31.9,3.0,0.0,1.44,0.0,0.0,0.35,2.11,1.12,0.01,0.01,0.01,0.01,0.01,0.01,0.24,0.08,1.97,0.86,0.26,0.01,0.01,0.01,0.0,1.06,87.0,712.0,0.12,0.74,20.0,20.0,0.42,86.0,110.0,20.0,425.0,0.49,0.0,5.0,0.0,0.08,3.07,0.0,0.5,0.091,0.013,0.37,0.42,0.034,18.6,0.0,"Pain de mie, sans croûte, préemballé","Sandwich loaf, crust less, prepacked",1.95,0.16,1.37,0.13,0.59,3.51,0.1,0.01,0.05,0.26,7.07,82.58,24.81,0.9,22.72,1.92
769,769,produits céréaliers,pains et assimilés,7210,309.0,1290.0,306.0,28.3,7.87,8.63,52.4,6.5,11.5,2.77,0.1,2.47,0.38,4.41,1.5,28.6,3.1,0.0,1.63,0.0,0.17,0.76,3.67,1.71,0.01,0.01,0.01,0.01,0.01,0.02,0.52,0.17,3.38,1.32,0.37,0.01,0.01,0.02,38.2,1.12,65.0,730.0,0.09,0.7,20.0,17.0,0.39,95.0,110.0,20.0,447.0,0.67,21.0,5.0,0.25,1.19,5.67,0.0,0.5,0.11,0.056,0.24,0.76,0.028,14.5,0.26,"Pain de mie brioché, préemballé","Brioche sandwich bread, prepacked",2.13,0.25,2.31,0.16,0.63,5.08,0.17,0.02,0.1,0.38,9.66,119.31,35.39,1.56,25.71,2.77
770,770,produits céréaliers,pains et assimilés,7255,269.0,1120.0,265.0,33.2,9.58,10.5,46.9,3.2,2.2,0.2,0.0,0.3,0.2,1.9,0.2,39.1,5.2,0.0,1.94,0.0,0.0,0.45,0.84,1.71,0.01,0.01,0.01,0.01,0.01,0.02,0.29,0.14,0.81,1.24,0.47,0.01,0.01,0.01,0.5,1.13,40.0,791.0,0.25,1.6,20.0,53.0,0.78,150.0,230.0,20.0,450.0,1.1,2.0,5.0,0.25,0.85,0.8,0.0,0.5,0.098,0.01,0.71,0.43,0.059,30.5,0.0,"Pain, baguette ou boule, aux céréales et graines, artisanal","Bread, French bread, (baguette or ball), multigrain, from bakery",2.82,0.22,1.1,0.16,0.58,4.89,0.16,0.02,0.09,0.56,14.03,192.38,34.4,1.15,20.74,3.63
771,771,produits céréaliers,pains et assimilés,7256,217.0,896.0,212.0,45.6,12.5,13.7,32.9,1.87,2.13,0.35,0.0,0.16,0.1,1.62,0.1,30.7,7.07,0.0,1.88,0.0,0.0,0.2,0.41,0.75,0.0,0.0,0.0,0.0026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Muffin anglais, complet, petit pain spécial, préemballé","English muffin, wholewheat flour, prepacked",2.34,0.11,0.83,0.11,0.54,2.47,0.06,0.01,0.03,0.15,5.37,59.98,20.16,0.5,20.2,1.19
